accidents,traffic_fine_amount,traffic_density,traffic_lights,pavement_quality,urban_area,average_speed,rain_intensity,vehicle_count,time_of_day
15,7.7475,3.6813,0.314,2.6084,0,13.3868,1.5757,66.497,8.4062
25,1.8714,0.3913,0.4523,0.5582,1,25.6224,2.176,37.0922,0.9328
23,5.2845,3.2688,0.8508,3.9793,1,29.8032,2.7027,47.6485,3.9948
18,9.9252,8.8836,0.7784,2.8219,1,20.9093,1.3944,5.4736,17.5525
13,7.9339,0.2555,0.8512,3.9792,1,19.6904,2.239,17.5562,15.5792
23,2.8948,4.0633,0.272,0.7746,1,35.0213,0.3816,11.0894,7.5067
15,5.513,0.314,0.5935,2.6918,0,47.4888,0.9863,84.6268,13.2279
20,3.1026,3.7092,0.2832,3.8331,0,43.8911,0.3542,96.2074,19.9052
17,4.686,1.7264,0.109,4.9415,0,5.931,2.0752,7.7295,20.1395
16,8.0208,2.5222,0.6842,4.422,0,32.6154,2.7229,8.6077,15.705
18,7.941,8.776,0.143,4.3217,1,0.3524,2.6672,55.6647,2.9773
23,3.0529,4.3605,0.6677,1.2373,1,31.6546,0.9793,50.8995,3.9096
11,9.3,2.738,0.648,4.1899,1,23.2177,0.7027,65.4066,7.0002
23,6.3331,5.8934,0.8102,0.8464,1,24.5557,0.8222,73.9438,16.0972
19,4.4193,1.4211,0.1396,0.9905,1,29.4013,0.862,79.9247,6.1921
21,5.5174,2.5939,0.7835,0.5506,1,37.1328,0.2467,15.7593,11.1464
18,6.4456,5.4625,0.9993,4.288,1,36.4729,0.4,4.7457,19.8126
19,6.039,2.3752,0.851,0.5413,1,2.224,0.6435,89.0267,21.4026
21,5.3776,6.7913,0.7518,0.6906,0,36.8247,0.0245,47.4845,20.1251
19,5.5444,4.9149,0.6622,1.2294,1,41.4908,0.1417,97.1532,2.7945
27,2.5877,7.7199,0.4218,2.8633,1,3.4086,2.0957,53.7442,21.8581
21,8.3146,9.4824,0.7305,4.4009,1,16.1473,1.858,51.4927,16.4193
23,5.8758,1.158,0.7242,2.0911,1,39.6032,2.8363,62.675,14.8509
21,2.1797,3.3467,0.6315,2.7314,0,24.6553,1.2053,17.8443,5.9411
19,7.8954,3.1955,0.7963,0.8324,0,34.7446,1.333,26.15,22.2775
10,9.392,1.5118,0.4488,1.3297,0,25.1158,0.2032,90.6748,0.4167
17,9.5258,8.103,0.1213,0.6696,1,48.9111,0.4568,22.0204,1.9725
27,4.3212,7.5988,0.5591,2.0496,1,46.8097,2.0748,24.0641,3.6882
21,2.2197,4.8443,0.265,2.9517,0,14.0573,0.7051,51.4884,16.6595
23,5.6656,5.3777,0.3844,1.4201,0,19.2942,2.3198,64.474,14.9486
21,2.0135,0.5954,0.0174,4.23,1,21.5673,2.117,1.0895,22.6723
14,9.4059,5.5551,0.3828,4.9062,1,5.2102,2.2418,46.2213,8.3756
29,2.6522,7.9134,0.8088,0.6008,1,20.2037,2.0717,40.5023,8.3428
27,3.2749,5.7383,0.5427,0.0893,0,38.7424,2.123,86.6963,16.0688
19,4.6597,2.6531,0.0098,3.9489,1,42.3448,1.6404,84.13,4.1798
28,4.4485,6.6755,0.4698,0.9532,1,44.3066,2.0347,90.6864,11.137
15,8.152,3.6149,0.2915,1.7657,1,0.728,1.5785,84.363,0.3704
22,5.1069,5.4487,0.4776,1.9712,1,39.4403,0.6183,78.8844,14.2089
23,2.5369,4.8757,0.4047,4.583,1,25.1314,0.6528,86.0415,18.8158
20,3.4049,3.8118,0.932,3.2942,1,10.308,1.2159,18.3058,4.8901
19,5.582,7.1888,0.0412,0.203,0,24.9373,0.0418,34.7441,7.3721
34,2.3271,8.8388,0.6836,0.0741,1,42.213,2.6679,68.6782,3.1641
17,6.5049,0.0521,0.851,0.9978,1,21.7125,0.8048,92.39,14.7762
24,6.0917,9.3362,0.9592,1.5909,1,49.5231,0.1546,67.024,13.5365
18,7.4323,5.1152,0.1776,2.4226,0,30.8342,1.2733,21.5869,19.8335
20,9.4393,7.0073,0.5313,4.1892,1,24.4882,2.4468,94.5218,23.2882
17,9.2103,8.5562,0.0436,1.5741,1,14.7445,1.1921,76.2738,23.6074
11,9.5147,4.671,0.4992,1.8827,0,0.5526,0.788,71.9378,2.572
29,3.2024,8.3497,0.1255,1.6467,1,30.5274,1.6347,76.4882,13.2753
26,2.1841,1.7762,0.8379,0.0448,1,28.8748,1.7231,66.2553,18.9517
19,3.7205,1.5917,0.1139,4.776,0,25.8407,2.2776,3.1891,15.8156
24,9.0558,6.5747,0.5133,0.695,1,26.8852,2.3993,26.1082,21.5277
21,9.7485,8.7014,0.5211,1.4383,1,42.1761,2.1186,95.7006,10.6013
17,8.7339,8.9243,0.9717,0.6465,1,15.8435,0.0136,29.5718,10.2503
24,1.9902,6.4374,0.655,2.4527,1,27.5127,0.0062,77.391,0.6267
15,9.5269,5.2549,0.2878,4.6608,1,33.9974,2.9323,43.0239,0.3756
19,4.8102,3.3139,0.2408,0.5035,1,10.4909,0.7926,90.8452,16.6235
28,1.0838,9.8,0.1282,2.2045,0,46.241,0.8471,56.2092,11.3152
25,4.9815,3.197,0.7565,0.1119,1,36.8561,2.1967,63.5567,15.8455
27,1.4146,7.4419,0.6908,3.8545,1,2.6648,1.7448,24.7229,5.7173
22,5.8949,5.3198,0.6099,3.2061,1,43.2553,1.3907,6.6948,20.7142
22,4.047,6.0851,0.0408,3.4985,1,46.4935,0.3493,75.8991,21.6687
19,5.2609,3.9348,0.7628,2.3617,1,39.6835,0.2445,7.6967,15.8951
22,6.5185,9.6482,0.6419,4.5382,0,21.3112,2.1109,72.458,6.6672
14,8.8192,5.7168,0.9639,2.0478,1,49.7188,0.3738,55.9938,5.1877
21,6.9571,9.3779,0.5872,2.5704,1,6.2218,1.3074,82.1823,15.012
19,4.9064,0.0759,0.304,3.4764,1,26.8303,2.2084,21.3715,22.5787
19,8.3749,5.7267,0.3815,2.6028,1,8.5195,2.7696,54.6114,13.8747
18,9.1502,7.1719,0.1758,0.9467,0,21.9674,2.6208,61.803,20.1433
31,2.0778,7.4508,0.7229,1.5854,1,46.3712,2.5921,8.3555,13.5697
27,5.7874,9.0498,0.7077,0.4615,1,39.7131,1.0755,74.1551,16.1904
23,3.5606,0.044,0.2007,2.1631,1,39.1041,2.7815,39.5139,13.6266
18,1.4236,0.0033,0.1585,3.047,0,17.6927,2.051,13.7625,13.8087
23,7.0169,4.7226,0.077,0.5926,1,46.7135,2.6595,39.3194,17.742
9,8.7649,0.2929,0.912,3.1529,1,18.413,0.2668,10.7318,9.5099
24,2.4661,9.7453,0.2331,4.4644,1,1.9987,0.1187,88.9116,21.6959
15,8.3117,2.2207,0.3442,1.6886,1,31.8901,1.2889,46.2192,20.7238
19,8.6806,4.7266,0.2805,1.1102,1,18.1324,2.484,14.6648,17.4075
8,9.2291,0.6114,0.4136,4.465,0,7.6862,1.2256,25.9575,17.8422
28,3.3876,5.2205,0.714,3.4597,1,46.7329,2.6539,72.7403,9.9178
17,9.1356,3.7996,0.8706,0.527,1,31.862,0.7043,78.8227,19.9806
18,3.886,0.4466,0.1826,2.0406,1,47.0265,0.118,5.0903,22.3826
17,5.971,3.3512,0.6864,3.3704,0,29.1489,2.2839,6.9281,19.0836
25,1.4546,3.9144,0.3526,2.8719,1,3.1932,1.8785,91.8013,3.1925
29,1.3949,9.8992,0.9805,3.0927,1,1.497,1.3203,33.7672,18.8789
16,7.4834,2.0789,0.2989,2.8357,0,45.0281,2.5358,20.1391,11.1497
19,5.0003,5.4478,0.0072,3.9903,0,1.9364,2.4725,13.1827,14.6088
29,3.3066,9.8732,0.5156,1.6021,1,30.7588,0.9736,48.1198,23.7878
27,2.7137,7.9202,0.1507,3.5423,1,14.8988,2.5139,77.3342,8.6245
19,7.0296,9.9337,0.0445,4.9554,1,34.3829,1.0355,52.5907,8.3647
32,1.0036,9.683,0.6983,1.9498,1,14.2361,1.8657,3.0467,6.3152
11,8.253,4.8954,0.7323,3.9552,1,1.8611,0.5775,48.9066,3.051
27,1.7132,6.9638,0.4607,1.2305,1,36.5419,0.7926,31.8541,4.0362
19,2.7234,1.1044,0.6769,1.4095,0,15.5451,1.3436,68.6031,12.3425
19,4.4761,4.4115,0.5382,4.6743,0,27.5399,0.9438,52.8274,21.8352
24,5.3637,8.0902,0.6298,0.1297,1,38.6933,0.3874,96.5684,19.4376
24,4.195,5.0534,0.5967,1.0871,1,35.1412,1.447,60.2183,4.3798
26,3.8864,7.027,0.6658,2.4146,1,17.4286,1.5341,63.6156,13.4806
17,9.6752,7.4575,0.1996,2.0092,1,37.3913,0.4761,52.5028,20.3262
15,6.7742,2.5347,0.2687,3.1458,1,46.2841,0.5229,31.7895,12.9478
29,1.2109,8.757,0.44,0.9636,0,30.4987,0.088,63.4297,21.8744
21,4.8716,4.5982,0.4461,0.3527,1,35.1753,0.0911,33.9583,21.7892
13,8.8751,2.1019,0.7744,1.8467,1,43.2954,1.0759,72.0175,8.3579
24,3.7131,8.6542,0.3674,2.6218,1,42.182,0.44,24.4478,20.9743
28,1.851,4.1782,0.1625,2.81,1,17.5801,2.7573,37.3985,14.0428
19,7.8255,7.5031,0.2515,3.0075,1,49.585,0.5982,58.7812,11.5163
14,6.4541,5.4803,0.2147,2.7433,1,1.4283,0.1979,63.2207,18.5824
22,6.1328,3.8187,0.7317,1.2288,1,49.3354,1.2125,67.1927,18.9508
27,1.4822,8.0988,0.4703,3.8227,1,12.2999,0.5774,70.3313,16.2101
25,2.2645,5.8447,0.7086,0.4389,1,22.0219,0.1853,32.5123,19.4615
22,6.6029,3.9056,0.4162,0.9918,1,44.1844,2.2582,89.3651,22.8342
19,2.8704,1.096,0.8897,3.6969,0,12.2164,1.6713,3.9634,20.9541
19,5.5366,8.9545,0.9835,1.3986,1,11.2391,0.171,19.6546,1.7821
17,5.9039,0.3547,0.6698,2.4674,1,32.1554,1.4041,7.9439,20.4007
26,3.5516,8.6319,0.8638,1.636,0,35.2725,0.1165,67.4822,18.7567
12,9.5358,3.5996,0.5079,2.5349,1,0.3735,1.0629,28.0929,22.2418
19,8.5822,6.3934,0.9346,1.7333,1,22.5222,1.0899,20.7162,17.7497
21,7.5014,9.222,0.8316,4.971,1,24.4554,2.4689,48.5861,21.0685
26,1.7019,1.5171,0.9918,1.7874,1,13.5918,2.2059,62.2857,0.2453
30,1.9552,5.6695,0.6231,3.1352,0,27.3055,2.6908,62.3054,23.4673
16,5.435,7.6443,0.7792,4.4417,1,7.7289,0.4216,56.1878,4.5818
26,2.4464,7.5758,0.5429,3.1897,0,16.1803,1.6013,99.2066,20.7415
13,9.8044,5.2563,0.2591,2.8293,1,35.662,0.0606,86.1613,22.3107
29,2.4267,6.2474,0.3548,2.8461,1,43.6893,2.4766,24.6472,0.0534
23,5.3872,7.5753,0.894,2.4823,1,29.4689,1.0997,76.1129,21.9283
22,4.2771,8.4103,0.0559,4.0379,1,3.7422,0.2079,57.3604,19.9011
23,6.7545,7.6181,0.5915,0.2521,1,33.9373,0.974,7.9814,22.1379
21,2.1613,3.54,0.3725,4.4256,1,44.8799,0.8607,5.9085,4.2452
27,4.8728,9.9673,0.3867,2.9315,0,25.2157,2.298,80.1623,18.6586
22,3.4723,4.345,0.8846,4.2444,0,24.6846,0.3798,54.9541,11.6997
14,8.9898,0.2446,0.8538,0.052,0,49.5707,1.6673,57.5612,6.1845
27,1.3653,3.6262,0.5988,4.3464,1,31.8149,2.3818,34.2906,18.1481
15,9.2235,1.2778,0.2729,0.6007,1,40.3014,2.2186,93.1045,11.3581
19,8.4969,1.2144,0.4755,3.6061,1,32.3247,2.8077,71.6214,21.5972
19,3.6781,2.8154,0.4083,2.0826,1,11.0458,0.0019,92.8495,17.0576
9,8.1036,0.5338,0.3536,3.4054,1,14.2039,1.0614,10.8275,3.3395
26,1.2809,6.8851,0.1028,3.1409,1,33.2853,1.1088,58.7892,6.0183
9,9.7018,0.7399,0.5431,0.817,1,22.8036,0.0999,64.1152,6.3488
17,5.7394,2.0329,0.3018,2.5731,0,20.2174,2.4518,13.4733,8.2572
21,3.7295,0.929,0.6608,1.3862,1,1.1226,2.0667,35.2802,15.9948
18,4.2632,0.6317,0.3192,2.8022,0,44.2185,1.5842,22.2656,21.464
25,1.5976,2.6775,0.4312,3.69,1,44.2249,1.2151,98.4614,14.2488
20,9.9041,5.719,0.0524,0.4063,1,23.0486,2.6862,54.7981,18.0432
29,1.3536,9.6469,0.9925,2.5788,1,35.037,0.7934,32.2108,7.6016
19,6.8942,8.7556,0.5076,3.0881,1,8.891,1.0036,66.7852,12.5392
28,4.9846,8.7593,0.0242,1.4768,1,25.1906,2.8579,66.2952,12.099
9,9.5402,1.7607,0.5412,4.765,1,21.9433,0.1939,35.3857,16.8254
27,3.214,2.6491,0.8704,2.6015,1,32.8307,2.3418,99.3984,12.431
20,5.7888,0.7639,0.7726,0.9126,0,23.4823,2.1542,81.0872,8.0221
25,5.3412,7.7847,0.7009,0.5389,1,24.9217,2.7057,40.6315,5.8538
9,7.3258,0.6982,0.1395,2.7083,1,14.7856,0.2717,66.3459,6.1129
32,1.6121,5.567,0.6577,1.8762,1,2.4212,2.9113,71.3434,23.5412
21,2.7441,2.4788,0.7663,0.9627,0,45.8513,0.0865,18.2078,8.5794
23,2.9311,2.4345,0.5724,0.1535,0,0.6116,1.0131,87.9378,19.3585
19,7.6434,9.9073,0.8927,2.833,1,14.0662,0.2545,82.7777,1.7128
21,2.7022,7.5678,0.277,2.993,0,22.3805,0.1535,75.8118,2.1517
27,6.1614,8.3694,0.2421,0.709,1,15.9546,2.8942,23.0449,16.4676
26,2.9372,5.7198,0.8696,3.0087,1,27.5959,2.159,14.4887,10.973
20,8.7546,8.7101,0.6254,4.7599,1,23.0807,1.5171,18.8743,21.1318
10,9.4797,6.4549,0.0014,4.8915,0,12.7738,0.3246,10.2089,20.6933
22,5.6664,9.4617,0.3531,4.4425,1,4.401,1.5781,94.0888,18.1358
19,4.1708,2.8134,0.8579,4.0354,1,6.8768,0.9602,85.298,19.5676
25,3.1065,5.9532,0.0273,1.0468,1,24.316,0.8148,9.9872,20.8921
31,1.448,6.9013,0.0032,0.7822,1,42.2973,1.8543,68.1191,18.8058
23,3.4165,3.9294,0.2813,2.2247,1,5.0319,2.3728,25.3131,12.6454
20,6.8881,8.7971,0.914,3.0982,1,33.8603,1.3298,2.7101,6.3539
25,5.8026,9.798,0.9015,4.2534,1,39.6046,1.4799,29.9468,18.8972
15,9.4964,4.9377,0.5188,1.1598,0,13.8386,1.9543,44.563,7.625
16,4.5665,3.9064,0.5532,2.3982,0,33.412,0.3739,2.9838,5.8756
19,7.2448,4.7194,0.332,3.2372,1,34.3329,2.4858,33.0483,4.12
26,5.4039,8.5274,0.2437,2.228,0,35.3896,2.5108,70.3349,15.0525
24,5.6132,6.4547,0.8152,2.271,1,44.5405,1.6231,23.6144,5.8195
17,3.41,0.4477,0.1063,1.1256,1,19.9263,0.5627,49.0044,8.9959
21,5.0946,5.4217,0.4874,4.9333,1,12.1845,1.5023,88.8705,17.0175
17,5.2371,0.173,0.6344,2.376,1,27.1922,0.3178,3.8107,19.0519
20,7.3598,7.7854,0.1037,2.6637,1,3.1274,2.2899,78.7781,7.5544
13,9.4658,3.2831,0.5196,1.0928,0,16.696,0.9335,39.0054,20.2272
23,3.9639,4.7201,0.5775,2.5707,1,44.1613,0.9333,54.5738,1.391
32,1.3798,7.9868,0.7425,1.2767,0,26.6029,2.8351,23.8563,23.6609
19,5.4667,0.4645,0.2348,1.0117,1,21.8338,1.2656,58.3159,10.005
19,5.9002,1.5854,0.2933,1.3786,0,13.2842,2.3687,73.3393,7.7972
27,2.516,3.9796,0.5695,0.0138,1,12.5188,1.9115,20.9523,22.1682
13,7.8442,2.2993,0.9831,2.8508,0,11.8306,0.9485,34.9836,3.1773
11,9.8644,3.379,0.2175,1.9374,1,41.4617,0.3714,57.1705,8.5872
21,9.512,9.9817,0.9859,4.4934,1,49.251,2.3932,42.2613,8.6136
29,2.774,8.2541,0.7143,0.2035,0,26.7399,2.2875,30.0221,10.1847
18,8.8783,8.839,0.8261,0.216,1,3.9917,0.5075,45.7171,20.3601
19,7.3404,9.3705,0.0896,4.4294,1,37.552,0.7473,29.7919,20.3852
24,5.0846,3.4094,0.3004,0.6332,1,43.8527,2.2987,30.8855,14.1993
23,5.8655,2.9708,0.0577,0.0108,1,46.5614,2.9509,61.4527,23.8022
19,8.6464,2.3406,0.3715,0.8946,1,31.4388,2.5309,48.2295,20.2599
24,5.3212,8.3012,0.9813,4.1194,0,25.344,2.0525,68.0302,16.3457
23,4.3589,6.7955,0.1053,4.0136,0,31.0264,2.7463,83.9071,4.787
18,5.4392,2.3617,0.5624,1.7007,1,0.6475,0.8557,94.3536,13.1935
14,6.2122,3.7699,0.0061,3.3402,1,32.771,0.029,15.9838,5.1338
25,2.7017,5.0671,0.7127,2.5362,1,35.4823,0.9629,62.9928,7.2397
18,9.1082,5.2814,0.1972,4.5237,1,36.1015,2.9158,58.6576,16.4607
25,7.0677,8.8873,0.1296,0.2821,1,28.1536,2.6459,86.8276,4.4261
13,6.6994,3.8057,0.337,4.0659,1,35.0022,0.1511,89.6931,2.1802
29,1.8955,9.0852,0.771,0.853,0,31.9416,1.5059,76.2898,12.7571
13,6.4376,4.4137,0.1066,1.9581,0,5.7764,0.237,59.9507,0.0228
31,2.0886,7.4637,0.2298,0.9598,1,44.9183,2.3671,20.727,14.614
28,1.7083,9.3025,0.0085,3.5131,0,31.1364,1.1178,28.3872,21.6322
28,5.7458,9.0758,0.9684,3.3916,1,36.3897,2.7358,60.6739,4.5658
15,4.6251,0.5695,0.5921,2.7395,1,17.1444,0.1634,14.795,9.1865
20,6.2993,2.057,0.7199,3.4908,1,45.962,2.202,19.2125,21.9928
25,1.803,4.7691,0.6514,3.1978,0,25.1308,1.1981,91.2318,16.8929
17,4.8788,4.3155,0.1444,3.8822,1,33.9503,0.8047,95.6749,3.2475
28,2.5731,6.4089,0.5949,1.197,1,47.6091,1.5523,1.5182,9.1679
19,9.8839,9.4471,0.1314,2.1446,1,45.8041,1.4565,86.3857,18.1439
19,6.0504,1.124,0.4012,0.7581,1,32.2399,1.0464,93.8633,15.9547
16,7.1869,4.5186,0.569,2.148,0,8.2871,1.9466,53.0482,3.7358
21,3.9288,1.9241,0.5589,3.5085,1,47.5284,1.9839,45.4412,1.4996
28,1.8527,8.9411,0.1191,3.457,1,49.2068,0.2314,91.9612,16.36
13,9.7828,9.6458,0.0344,3.5471,1,5.1698,1.7862,1.7458,14.6165
23,3.5763,4.787,0.7982,1.5438,0,22.5149,2.1322,84.2081,1.4242
17,4.8143,1.0401,0.7259,3.3111,1,27.4128,0.2277,30.361,23.3955
19,6.8488,7.8529,0.0818,1.8373,1,4.6041,1.9774,64.4751,6.0585
27,1.2223,6.9714,0.1274,4.7225,1,9.484,2.4119,32.9966,9.2646
18,8.2923,3.5467,0.8926,1.7168,0,26.8853,2.4958,52.7715,4.2623
24,5.8292,8.8741,0.7691,3.0151,1,48.1545,0.1249,81.0234,19.8845
25,3.504,9.7583,0.9962,3.7507,0,1.3905,2.0923,18.9456,23.1016
28,1.5545,5.5785,0.254,4.532,1,45.6222,2.3909,66.7279,5.1193
27,2.4625,5.6573,0.4878,2.1896,1,44.9304,1.1905,89.9353,6.7961
16,9.0553,2.9751,0.2365,1.8024,1,42.8589,1.6285,90.2041,16.9564
15,7.1742,5.8451,0.6228,2.1501,0,18.8775,0.7953,89.518,12.6693
22,3.2491,4.3964,0.1154,1.6185,1,24.5412,0.9307,52.3279,2.5216
25,1.5904,3.0219,0.1272,3.2696,1,20.1797,1.5049,77.0024,22.2869
12,7.2155,0.6719,0.0719,4.6636,1,47.3793,0.4534,45.2389,14.6676
17,6.1517,2.5271,0.6936,0.6304,1,26.0675,1.1116,46.5562,7.2302
16,4.6407,1.9785,0.4941,2.8046,1,4.0306,0.9043,29.1016,11.7553
21,4.2725,5.4204,0.6177,4.4882,1,13.703,0.7147,29.2375,12.0059
29,2.9513,6.0167,0.8793,0.5006,1,23.1017,1.4517,4.7446,12.61
23,7.0265,6.0857,0.7403,2.4693,1,47.6778,2.516,53.6157,11.9353
11,9.736,3.8818,0.4617,4.3261,0,28.4476,0.7268,31.5673,13.483
23,2.5814,4.2123,0.9844,4.5023,0,34.8036,1.9792,19.581,9.4405
18,6.374,8.3424,0.4563,2.5718,1,4.426,0.7626,13.0496,3.5079
19,4.8177,4.7623,0.1125,0.1248,0,43.8662,0.4263,35.3529,15.95
32,5.0202,9.8777,0.9927,0.5282,1,26.9509,2.83,90.002,19.0197
25,3.2873,4.3962,0.0228,2.9336,1,46.0614,1.8997,52.1238,20.1844
14,8.4262,6.4958,0.5499,0.6193,0,22.2738,0.3138,56.1367,0.5269
17,5.3673,0.5036,0.3091,0.7471,0,34.1542,1.8979,6.3785,9.711
17,5.8907,6.5334,0.5036,3.8606,0,23.5419,0.529,52.4648,23.4825
25,3.7428,8.5143,0.5587,3.7535,0,7.1279,2.6634,67.0936,1.5015
25,2.6363,9.4246,0.2401,4.2139,1,13.6025,0.7424,15.9208,18.8533
33,1.7732,9.9732,0.5569,0.5287,1,3.3629,2.4204,98.3718,3.0267
16,7.4271,2.8218,0.7561,0.9907,1,22.0133,0.5976,91.5963,19.7913
24,2.7661,5.7537,0.2665,4.1648,0,32.4671,1.6749,99.3171,16.1333
21,7.2107,4.5072,0.3834,3.6054,1,12.1856,2.737,36.6714,17.4008
19,4.5134,5.6382,0.2682,4.0298,0,24.5194,0.888,82.4076,23.4557
16,4.742,1.5745,0.8206,4.9487,1,22.9487,0.2442,33.5448,22.5476
22,5.2226,8.5615,0.725,4.3222,0,26.671,1.6578,75.1638,7.3049
23,4.3094,9.0957,0.8712,2.6023,1,9.2292,0.517,94.8351,9.0052
27,1.9056,4.4966,0.17,1.5538,0,26.6992,2.185,16.347,9.7724
17,3.7867,2.8043,0.0736,2.8484,1,18.2103,1.7725,14.8917,4.3338
10,6.9736,1.4083,0.1194,3.1929,0,14.3021,1.0391,11.336,9.1472
22,6.9921,6.8376,0.161,1.6766,0,29.2991,2.117,80.0367,23.4966
18,3.576,3.1223,0.5331,3.8547,1,7.4018,0.7156,66.9967,11.7495
32,5.1409,9.0954,0.9709,0.4638,1,45.0329,2.7511,52.7092,22.8624
25,2.741,6.7101,0.3572,3.897,1,46.7426,1.0407,77.6174,1.715
30,2.8933,6.4569,0.9585,0.16,1,33.0305,2.2889,85.1424,0.9429
26,1.2074,5.594,0.0382,2.4898,1,15.1577,0.7756,95.0033,13.8079
13,9.0707,0.4578,0.9269,4.3072,1,31.3003,2.1445,20.9239,17.6701
26,2.8964,9.3192,0.1812,0.4325,1,30.0762,0.0946,44.726,5.219
25,3.0478,6.2794,0.9125,2.5887,1,19.5625,0.8866,92.3783,12.0806
26,3.5164,9.9406,0.0562,0.797,0,14.3624,0.2787,46.671,20.9506
25,2.1467,5.3736,0.9482,4.4741,1,8.4226,1.3537,49.2778,18.2814
18,6.7534,7.1011,0.2008,4.1617,1,10.8692,1.3053,94.3021,5.5635
22,1.6763,0.5621,0.3027,4.6696,1,32.6515,1.077,73.733,8.0273
28,2.2078,6.3174,0.4909,4.3749,1,44.2947,2.9435,55.6528,7.339
18,6.8028,7.6465,0.3807,3.6828,1,19.2478,0.7323,36.3713,17.2682
31,4.0569,7.7851,0.6675,0.9244,1,6.095,2.3732,91.6196,23.2363
17,7.3715,7.7011,0.9748,1.5125,0,0.6403,1.3423,1.8849,6.7219
16,6.0168,2.2628,0.6064,2.4843,0,20.2953,1.0044,32.7796,14.1192
26,3.3042,9.754,0.7215,2.9445,0,11.6283,0.6104,94.6612,23.7254
21,6.8575,9.9518,0.088,3.9109,1,16.1278,1.9002,50.3222,3.7819
21,2.0465,0.756,0.6278,1.1348,0,12.0835,1.001,62.7616,15.818
27,5.8277,9.3645,0.4538,0.6414,1,33.2074,2.4388,53.7289,7.9677
23,4.9343,2.8945,0.8858,2.4131,0,31.9257,2.9054,40.3387,23.8
23,3.4109,6.8928,0.3882,0.7892,0,45.6152,0.6814,66.863,2.6105
13,6.436,3.3811,0.6795,3.4687,0,34.9872,0.386,76.881,10.8302
15,8.842,9.6775,0.2282,2.8782,0,8.2471,0.9466,37.0782,6.1194
9,9.9901,1.015,0.2594,3.7055,1,37.5797,1.4013,59.4616,0.7604
20,6.4699,4.9775,0.3761,0.3172,1,9.0634,0.9029,9.1931,23.1263
24,4.6424,4.2805,0.3041,4.8235,1,27.93,2.9114,55.2122,13.6361
25,3.0269,3.2602,0.2539,0.0,1,3.8539,2.3376,75.0272,16.8189
28,3.3139,6.4553,0.0497,1.6272,1,2.3663,2.8984,58.9391,14.8866
16,5.3151,1.3106,0.8367,3.3982,1,23.2115,1.1197,87.9663,3.5634
22,4.3055,7.1666,0.0643,0.2257,1,5.2492,0.914,29.3331,4.0934
22,9.2243,9.8059,0.8874,0.4167,1,15.3333,1.2221,49.6839,15.0347
25,4.3147,8.0456,0.1255,0.3834,0,16.9417,1.5685,9.6605,18.7154
27,4.361,8.6002,0.0653,2.9075,1,38.4713,2.2247,70.3021,14.6657
20,4.4518,3.5964,0.563,4.4796,0,16.634,2.6433,44.8463,13.689
17,8.5296,3.2489,0.5024,2.7772,1,24.715,1.3895,53.5062,17.9031
18,6.8571,5.1705,0.4912,3.0179,1,38.6293,0.8675,13.7111,5.8466
17,6.5275,0.4573,0.5745,1.73,1,10.2449,0.9565,99.7378,17.5595
29,4.0073,9.4536,0.2871,0.0937,1,40.2449,2.0908,77.4201,9.8693
15,8.3611,1.4379,0.6629,0.1081,0,41.5897,1.7027,40.6623,16.1772
29,1.3453,9.0301,0.5024,4.4415,1,49.4423,1.4595,57.426,6.5932
12,8.8372,0.8358,0.3347,0.5129,1,22.2024,0.6083,62.253,3.2992
24,5.6147,8.2262,0.8265,4.9989,0,18.5325,2.6264,96.1158,0.6998
25,4.5843,1.5196,0.7277,0.8221,1,35.1003,2.3431,77.0705,19.2834
13,5.4745,0.3813,0.3936,3.3732,1,2.9076,0.4219,35.617,4.7273
16,7.0067,7.1949,0.8476,4.7448,0,1.9876,1.1022,97.7929,8.7231
25,1.1149,2.8027,0.9203,1.8114,0,16.7495,1.6264,30.8778,18.4525
19,8.844,7.145,0.5369,3.6722,1,36.4758,1.363,58.1177,10.8044
21,5.0207,5.5509,0.215,1.7543,1,5.8227,1.1934,70.3661,5.2212
21,4.0867,1.0881,0.9158,1.5247,0,31.7773,2.1565,27.8415,4.6743
28,2.2442,9.3213,0.1895,1.009,1,13.4753,0.1635,95.6797,9.7904
18,4.9552,4.5231,0.0484,4.1047,1,32.5837,1.4142,22.3949,13.5642
21,5.4669,7.3445,0.3275,1.2869,1,22.8488,0.7865,44.7355,9.4164
21,4.6328,5.0102,0.727,1.4158,1,5.7576,0.2539,18.8075,21.7097
15,7.1079,6.0436,0.9233,4.9948,0,12.3641,1.3947,87.6238,0.092
18,4.7881,3.0277,0.6373,1.6366,1,10.9857,0.5141,22.9385,9.6483
11,9.6528,2.0036,0.9518,2.1139,0,8.2292,0.7747,4.4394,17.828
18,6.3935,5.4257,0.0924,4.9503,1,23.4173,1.521,4.8551,21.3814
22,8.2673,4.4022,0.0608,1.8465,1,47.7333,2.9211,41.9616,8.6016
28,1.9842,3.9011,0.6042,1.8308,1,32.9044,2.0528,52.755,16.1661
24,4.5756,6.7257,0.9661,4.1386,1,41.8001,0.8389,5.1222,13.9284
25,4.0316,6.9051,0.5027,1.5597,1,49.054,1.1472,10.1937,4.8368
14,6.1253,0.4592,0.0515,1.1689,0,27.0311,1.2184,10.6488,16.3427
10,8.75,3.3874,0.2212,2.1161,1,11.9035,0.4609,67.1816,5.9896
